,0
452.txt,"['doc 487121.txt is 100.00000000000003 similar', 'doc 14079.txt is 92.19299319879 similar', 'doc 486363.txt is 90.1897858019969 similar', 'doc 303.txt is 100.00000000000003 similar', 'doc 486148.txt is 100.00000000000003 similar', 'doc 14052.txt is 90.74602375068197 similar', 'doc 14668.txt is 100.00000000000003 similar', 'doc 300.txt is 93.71944258789522 similar', 'doc 490339.txt is 90.521730171179 similar', 'doc 487127.txt is 100.00000000000003 similar', 'doc 486359.txt is 90.27307419683603 similar', 'doc 486371.txt is 90.53883421783706 similar', 'doc 15001.txt is 100.00000000000003 similar', 'doc 487247.txt is 100.00000000000003 similar', 'doc 14179.txt is 100.00000000000003 similar', 'doc 486672.txt is 91.36501412291962 similar', 'doc 14802.txt is 100.00000000000003 similar', 'doc 370.txt is 90.211852834664 similar', 'doc 490147.txt is 100.00000000000003 similar', 'doc 487200.txt is 100.00000000000003 similar', 'doc 490146.txt is 100.00000000000003 similar', 'doc 14616.txt is 100.00000000000003 similar', 'doc 15051.txt is 100.00000000000003 similar', 'doc 135.txt is 100.00000000000003 similar', 'doc 490291.txt is 100.00000000000003 similar', 'doc 487129.txt is 90.77269726898939 similar', 'doc 486962.txt is 100.00000000000003 similar', 'doc 13708.txt is 100.00000000000003 similar', 'doc 490292.txt is 100.00000000000003 similar', 'doc 645.txt is 90.4421512047494 similar', 'doc 324.txt is 100.00000000000003 similar', 'doc 14129.txt is 92.68830759857262 similar', 'doc 486391.txt is 90.52492173404578 similar', 'doc 487925.txt is 100.00000000000003 similar']"
488153.txt,"['doc 14079.txt is 94.73459741535905 similar', 'doc 486363.txt is 97.21688087000273 similar', 'doc 487726.txt is 97.16671471118494 similar', 'doc 488205.txt is 96.1886739981386 similar', 'doc 14052.txt is 96.4841321190687 similar', 'doc 486412.txt is 97.55638261025034 similar', 'doc 15013.txt is 96.78482076102854 similar', 'doc 490339.txt is 96.54405993307769 similar', 'doc 486359.txt is 96.30882877761479 similar', 'doc 486371.txt is 96.56230189666512 similar', 'doc 14863.txt is 96.11341924842347 similar', 'doc 488229.txt is 96.61132230359564 similar', 'doc 486616.txt is 98.11415637015646 similar', 'doc 486415.txt is 97.53066044034368 similar', 'doc 486672.txt is 94.91911596757252 similar', 'doc 486712.txt is 91.07968032483423 similar', 'doc 486878.txt is 96.25756085905954 similar', 'doc 370.txt is 96.11060572278366 similar', 'doc 488287.txt is 97.34991009251524 similar', 'doc 486294.txt is 97.78511876012743 similar', 'doc 15040.txt is 95.82448299207836 similar', 'doc 14138.txt is 95.86563785554709 similar', 'doc 486380.txt is 96.25245053117806 similar', 'doc 487129.txt is 97.08807827637857 similar', 'doc 679.txt is 98.18274506181395 similar', 'doc 645.txt is 97.88294720773037 similar', 'doc 488209.txt is 96.9827906778153 similar', 'doc 641.txt is 93.82870015478422 similar', 'doc 14077.txt is 94.16166680131634 similar', 'doc 490335.txt is 95.82052804511417 similar', 'doc 486391.txt is 96.54746382776793 similar']"
679.txt,"['doc 14079.txt is 97.60593120555149 similar', 'doc 486363.txt is 99.6591181284104 similar', 'doc 487726.txt is 99.7462500837741 similar', 'doc 488205.txt is 99.21936699901673 similar', 'doc 14052.txt is 99.11991933894514 similar', 'doc 486412.txt is 99.72448490169185 similar', 'doc 15013.txt is 99.55745974582364 similar', 'doc 490339.txt is 99.1763031714227 similar', 'doc 486359.txt is 99.11432511736153 similar', 'doc 486371.txt is 99.19504249637386 similar', 'doc 14863.txt is 98.21763151589249 similar', 'doc 13881.txt is 90.156763298227 similar', 'doc 488229.txt is 99.49117794974416 similar', 'doc 486616.txt is 99.5559150157511 similar', 'doc 486415.txt is 99.67202297480955 similar', 'doc 486672.txt is 98.04810210435696 similar', 'doc 486712.txt is 90.66313254557741 similar', 'doc 486878.txt is 99.41537749202901 similar', 'doc 370.txt is 99.20258951418587 similar', 'doc 488287.txt is 99.76148930375835 similar', 'doc 486294.txt is 98.43723908861026 similar', 'doc 15040.txt is 99.16170771293164 similar', 'doc 14138.txt is 99.20927349379382 similar', 'doc 486380.txt is 99.28857543556644 similar', 'doc 487129.txt is 99.31476821468685 similar', 'doc 488153.txt is 98.18274506181395 similar', 'doc 645.txt is 99.67296087363545 similar', 'doc 488209.txt is 99.644090216862 similar', 'doc 641.txt is 92.48153445930677 similar', 'doc 14077.txt is 96.73400810248374 similar', 'doc 490335.txt is 98.12601442308156 similar', 'doc 486391.txt is 99.17979987222442 similar']"
123.txt,"['doc 117.txt is 92.9522896831228 similar', 'doc 120.txt is 92.9522896831228 similar', 'doc 133.txt is 99.60178341322799 similar', 'doc 126.txt is 100.0 similar', 'doc 130.txt is 99.60178341322799 similar']"
645.txt,"['doc 487121.txt is 90.4421512047494 similar', 'doc 14079.txt is 97.75970499836798 similar', 'doc 486363.txt is 99.47245186745704 similar', 'doc 487726.txt is 99.49104767301756 similar', 'doc 303.txt is 90.4421512047494 similar', 'doc 486148.txt is 90.4421512047494 similar', 'doc 488205.txt is 99.06947087599374 similar', 'doc 14052.txt is 99.03111422050598 similar', 'doc 14668.txt is 90.4421512047494 similar', 'doc 486412.txt is 99.45507790601282 similar', 'doc 15013.txt is 99.38661901784896 similar', 'doc 490339.txt is 99.08150373032328 similar', 'doc 487127.txt is 90.4421512047494 similar', 'doc 486359.txt is 99.0154469466229 similar', 'doc 486371.txt is 99.1002251429559 similar', 'doc 14863.txt is 99.10507822733511 similar', 'doc 13881.txt is 90.08440005140992 similar', 'doc 488229.txt is 99.28964011198971 similar', 'doc 486616.txt is 99.26477282249748 similar', 'doc 486415.txt is 99.44739116087838 similar', 'doc 15001.txt is 90.4421512047494 similar', 'doc 487247.txt is 90.4421512047494 similar', 'doc 14179.txt is 90.4421512047494 similar', 'doc 486672.txt is 98.1241598717107 similar', 'doc 486712.txt is 90.28807851517409 similar', 'doc 486878.txt is 99.20360300459072 similar', 'doc 14802.txt is 90.4421512047494 similar', 'doc 370.txt is 99.10057264138653 similar', 'doc 488287.txt is 99.5243025653845 similar', 'doc 490147.txt is 90.4421512047494 similar', 'doc 487200.txt is 90.4421512047494 similar', 'doc 490146.txt is 90.4421512047494 similar', 'doc 14616.txt is 90.4421512047494 similar', 'doc 15051.txt is 90.4421512047494 similar', 'doc 486294.txt is 98.17019065604165 similar', 'doc 15040.txt is 99.01858088277885 similar', 'doc 14138.txt is 99.04191164594226 similar', 'doc 135.txt is 90.4421512047494 similar', 'doc 490291.txt is 90.4421512047494 similar', 'doc 486380.txt is 99.13528880226906 similar', 'doc 487129.txt is 99.22252026296489 similar', 'doc 486962.txt is 90.4421512047494 similar', 'doc 13708.txt is 90.4421512047494 similar', 'doc 490292.txt is 90.4421512047494 similar', 'doc 452.txt is 90.4421512047494 similar', 'doc 488153.txt is 97.88294720773037 similar', 'doc 679.txt is 99.67296087363545 similar', 'doc 488209.txt is 99.41364122620641 similar', 'doc 641.txt is 92.25222160912563 similar', 'doc 324.txt is 90.4421512047494 similar', 'doc 14077.txt is 96.64734060816053 similar', 'doc 490335.txt is 97.95763005710756 similar', 'doc 486391.txt is 99.0849970887411 similar', 'doc 487925.txt is 90.4421512047494 similar']"
14674.txt,['doc 14673.txt is 93.49398803153693 similar']
686.txt,"['doc 486189.txt is 100.00000000000003 similar', 'doc 14692.txt is 100.00000000000003 similar', 'doc 487079.txt is 100.00000000000003 similar', 'doc 487535.txt is 100.00000000000003 similar', 'doc 487618.txt is 100.00000000000003 similar', 'doc 487032.txt is 100.00000000000003 similar', 'doc 488278.txt is 100.00000000000003 similar', 'doc 13959.txt is 100.00000000000003 similar', 'doc 13938.txt is 100.00000000000003 similar', 'doc 487464.txt is 100.00000000000003 similar']"
13912.txt,['doc 14829.txt is 96.11926645732561 similar']
484806.txt,"['doc 485533.txt is 98.76814111856989 similar', 'doc 13565.txt is 100.0 similar', 'doc 484810.txt is 100.0 similar', 'doc 484813.txt is 100.0 similar']"
485715.txt,"['doc 484428.txt is 90.21100707756683 similar', 'doc 490111.txt is 100.0 similar', 'doc 489290.txt is 100.0 similar', 'doc 488763.txt is 100.0 similar', 'doc 488993.txt is 91.82810146439347 similar', 'doc 485245.txt is 93.2206283644227 similar', 'doc 484577.txt is 100.0 similar', 'doc 489330.txt is 100.0 similar', 'doc 485734.txt is 100.0 similar', 'doc 485052.txt is 100.0 similar', 'doc 488576.txt is 90.25501962719179 similar', 'doc 485708.txt is 100.0 similar', 'doc 489718.txt is 100.0 similar', 'doc 489731.txt is 100.0 similar', 'doc 484405.txt is 100.0 similar', 'doc 489914.txt is 100.0 similar', 'doc 485478.txt is 90.09830467144482 similar', 'doc 484835.txt is 92.36602178563024 similar', 'doc 485999.txt is 91.11628854714674 similar', 'doc 489231.txt is 100.0 similar', 'doc 488675.txt is 91.66745132603504 similar', 'doc 485436.txt is 90.87618704537185 similar', 'doc 484933.txt is 100.0 similar', 'doc 486063.txt is 100.0 similar', 'doc 489608.txt is 95.99189742199115 similar', 'doc 485742.txt is 100.0 similar', 'doc 485024.txt is 100.0 similar', 'doc 486049.txt is 100.0 similar', 'doc 488676.txt is 90.24069721311729 similar', 'doc 489742.txt is 90.01377257132606 similar', 'doc 488475.txt is 100.0 similar', 'doc 489757.txt is 100.0 similar', 'doc 485569.txt is 91.9782189613227 similar', 'doc 489838.txt is 100.0 similar', 'doc 489790.txt is 93.69882240088381 similar', 'doc 489578.txt is 100.0 similar', 'doc 485008.txt is 100.0 similar', 'doc 489815.txt is 100.0 similar', 'doc 484300.txt is 91.02282237508557 similar', 'doc 485546.txt is 100.0 similar', 'doc 628.txt is 91.5943047096396 similar', 'doc 489209.txt is 100.0 similar', 'doc 485023.txt is 100.0 similar', 'doc 489827.txt is 100.0 similar', 'doc 489199.txt is 100.0 similar', 'doc 485760.txt is 100.0 similar', 'doc 484523.txt is 90.20643284691539 similar', 'doc 486054.txt is 91.9412791815416 similar', 'doc 485772.txt is 100.0 similar', 'doc 488726.txt is 100.0 similar', 'doc 488719.txt is 100.0 similar', 'doc 489017.txt is 92.24571421480937 similar', 'doc 486053.txt is 92.86254603510329 similar', 'doc 485214.txt is 100.0 similar', 'doc 489176.txt is 100.0 similar', 'doc 488526.txt is 90.09830467144482 similar', 'doc 489064.txt is 100.0 similar', 'doc 485070.txt is 100.0 similar', 'doc 489270.txt is 100.0 similar', 'doc 489066.txt is 100.0 similar', 'doc 485088.txt is 100.0 similar', 'doc 484369.txt is 90.09830467144482 similar', 'doc 489895.txt is 100.0 similar', 'doc 484427.txt is 100.0 similar', 'doc 485102.txt is 100.0 similar', 'doc 489102.txt is 90.49339049553812 similar', 'doc 484424.txt is 90.09662287612012 similar', 'doc 489539.txt is 100.0 similar']"
485073.txt,['doc 485548.txt is 91.0303341401321 similar']
485088.txt,"['doc 484428.txt is 90.21100707756683 similar', 'doc 490111.txt is 100.0 similar', 'doc 489290.txt is 100.0 similar', 'doc 488763.txt is 100.0 similar', 'doc 488993.txt is 91.82810146439347 similar', 'doc 485245.txt is 93.2206283644227 similar', 'doc 484577.txt is 100.0 similar', 'doc 489330.txt is 100.0 similar', 'doc 485734.txt is 100.0 similar', 'doc 485052.txt is 100.0 similar', 'doc 488576.txt is 90.25501962719179 similar', 'doc 485708.txt is 100.0 similar', 'doc 489718.txt is 100.0 similar', 'doc 489731.txt is 100.0 similar', 'doc 484405.txt is 100.0 similar', 'doc 489914.txt is 100.0 similar', 'doc 485478.txt is 90.09830467144482 similar', 'doc 484835.txt is 92.36602178563024 similar', 'doc 485999.txt is 91.11628854714674 similar', 'doc 489231.txt is 100.0 similar', 'doc 488675.txt is 91.66745132603504 similar', 'doc 485436.txt is 90.87618704537185 similar', 'doc 484933.txt is 100.0 similar', 'doc 486063.txt is 100.0 similar', 'doc 489608.txt is 95.99189742199115 similar', 'doc 485742.txt is 100.0 similar', 'doc 485024.txt is 100.0 similar', 'doc 486049.txt is 100.0 similar', 'doc 488676.txt is 90.24069721311729 similar', 'doc 489742.txt is 90.01377257132606 similar', 'doc 488475.txt is 100.0 similar', 'doc 489757.txt is 100.0 similar', 'doc 485569.txt is 91.9782189613227 similar', 'doc 489838.txt is 100.0 similar', 'doc 489790.txt is 93.69882240088381 similar', 'doc 489578.txt is 100.0 similar', 'doc 485008.txt is 100.0 similar', 'doc 489815.txt is 100.0 similar', 'doc 484300.txt is 91.02282237508557 similar', 'doc 485546.txt is 100.0 similar', 'doc 628.txt is 91.5943047096396 similar', 'doc 489209.txt is 100.0 similar', 'doc 485023.txt is 100.0 similar', 'doc 489827.txt is 100.0 similar', 'doc 489199.txt is 100.0 similar', 'doc 485760.txt is 100.0 similar', 'doc 484523.txt is 90.20643284691539 similar', 'doc 486054.txt is 91.9412791815416 similar', 'doc 485772.txt is 100.0 similar', 'doc 488726.txt is 100.0 similar', 'doc 488719.txt is 100.0 similar', 'doc 489017.txt is 92.24571421480937 similar', 'doc 486053.txt is 92.86254603510329 similar', 'doc 485214.txt is 100.0 similar', 'doc 489176.txt is 100.0 similar', 'doc 488526.txt is 90.09830467144482 similar', 'doc 489064.txt is 100.0 similar', 'doc 485070.txt is 100.0 similar', 'doc 489270.txt is 100.0 similar', 'doc 489066.txt is 100.0 similar', 'doc 485715.txt is 100.0 similar', 'doc 484369.txt is 90.09830467144482 similar', 'doc 489895.txt is 100.0 similar', 'doc 484427.txt is 100.0 similar', 'doc 485102.txt is 100.0 similar', 'doc 489102.txt is 90.49339049553812 similar', 'doc 484424.txt is 90.09662287612012 similar', 'doc 489539.txt is 100.0 similar']"
484369.txt,"['doc 490111.txt is 90.09830467144482 similar', 'doc 489290.txt is 90.09830467144482 similar', 'doc 488763.txt is 90.09830467144482 similar', 'doc 485245.txt is 96.65060861768501 similar', 'doc 484577.txt is 90.09830467144482 similar', 'doc 489330.txt is 90.09830467144482 similar', 'doc 485734.txt is 90.09830467144482 similar', 'doc 485052.txt is 90.09830467144482 similar', 'doc 485708.txt is 90.09830467144482 similar', 'doc 489718.txt is 90.09830467144482 similar', 'doc 489731.txt is 90.09830467144482 similar', 'doc 484405.txt is 90.09830467144482 similar', 'doc 489914.txt is 90.09830467144482 similar', 'doc 485478.txt is 99.99999999999999 similar', 'doc 489231.txt is 90.09830467144482 similar', 'doc 484933.txt is 90.09830467144482 similar', 'doc 488728.txt is 90.56337866182932 similar', 'doc 486063.txt is 90.09830467144482 similar', 'doc 485742.txt is 90.09830467144482 similar', 'doc 485024.txt is 90.09830467144482 similar', 'doc 486049.txt is 90.09830467144482 similar', 'doc 488475.txt is 90.09830467144482 similar', 'doc 489757.txt is 90.09830467144482 similar', 'doc 489838.txt is 90.09830467144482 similar', 'doc 489578.txt is 90.09830467144482 similar', 'doc 485008.txt is 90.09830467144482 similar', 'doc 489815.txt is 90.09830467144482 similar', 'doc 485546.txt is 90.09830467144482 similar', 'doc 489209.txt is 90.09830467144482 similar', 'doc 485023.txt is 90.09830467144482 similar', 'doc 489827.txt is 90.09830467144482 similar', 'doc 489199.txt is 90.09830467144482 similar', 'doc 485760.txt is 90.09830467144482 similar', 'doc 485772.txt is 90.09830467144482 similar', 'doc 488726.txt is 90.09830467144482 similar', 'doc 488719.txt is 90.09830467144482 similar', 'doc 485214.txt is 90.09830467144482 similar', 'doc 489176.txt is 90.09830467144482 similar', 'doc 488526.txt is 99.99999999999999 similar', 'doc 489064.txt is 90.09830467144482 similar', 'doc 485070.txt is 90.09830467144482 similar', 'doc 489270.txt is 90.09830467144482 similar', 'doc 489066.txt is 90.09830467144482 similar', 'doc 485715.txt is 90.09830467144482 similar', 'doc 485088.txt is 90.09830467144482 similar', 'doc 489895.txt is 90.09830467144482 similar', 'doc 484427.txt is 90.09830467144482 similar', 'doc 485102.txt is 90.09830467144482 similar', 'doc 489539.txt is 90.09830467144482 similar']"
489895.txt,"['doc 484428.txt is 90.21100707756683 similar', 'doc 490111.txt is 100.0 similar', 'doc 489290.txt is 100.0 similar', 'doc 488763.txt is 100.0 similar', 'doc 488993.txt is 91.82810146439347 similar', 'doc 485245.txt is 93.2206283644227 similar', 'doc 484577.txt is 100.0 similar', 'doc 489330.txt is 100.0 similar', 'doc 485734.txt is 100.0 similar', 'doc 485052.txt is 100.0 similar', 'doc 488576.txt is 90.25501962719179 similar', 'doc 485708.txt is 100.0 similar', 'doc 489718.txt is 100.0 similar', 'doc 489731.txt is 100.0 similar', 'doc 484405.txt is 100.0 similar', 'doc 489914.txt is 100.0 similar', 'doc 485478.txt is 90.09830467144482 similar', 'doc 484835.txt is 92.36602178563024 similar', 'doc 485999.txt is 91.11628854714674 similar', 'doc 489231.txt is 100.0 similar', 'doc 488675.txt is 91.66745132603504 similar', 'doc 485436.txt is 90.87618704537185 similar', 'doc 484933.txt is 100.0 similar', 'doc 486063.txt is 100.0 similar', 'doc 489608.txt is 95.99189742199115 similar', 'doc 485742.txt is 100.0 similar', 'doc 485024.txt is 100.0 similar', 'doc 486049.txt is 100.0 similar', 'doc 488676.txt is 90.24069721311729 similar', 'doc 489742.txt is 90.01377257132606 similar', 'doc 488475.txt is 100.0 similar', 'doc 489757.txt is 100.0 similar', 'doc 485569.txt is 91.9782189613227 similar', 'doc 489838.txt is 100.0 similar', 'doc 489790.txt is 93.69882240088381 similar', 'doc 489578.txt is 100.0 similar', 'doc 485008.txt is 100.0 similar', 'doc 489815.txt is 100.0 similar', 'doc 484300.txt is 91.02282237508557 similar', 'doc 485546.txt is 100.0 similar', 'doc 628.txt is 91.5943047096396 similar', 'doc 489209.txt is 100.0 similar', 'doc 485023.txt is 100.0 similar', 'doc 489827.txt is 100.0 similar', 'doc 489199.txt is 100.0 similar', 'doc 485760.txt is 100.0 similar', 'doc 484523.txt is 90.20643284691539 similar', 'doc 486054.txt is 91.9412791815416 similar', 'doc 485772.txt is 100.0 similar', 'doc 488726.txt is 100.0 similar', 'doc 488719.txt is 100.0 similar', 'doc 489017.txt is 92.24571421480937 similar', 'doc 486053.txt is 92.86254603510329 similar', 'doc 485214.txt is 100.0 similar', 'doc 489176.txt is 100.0 similar', 'doc 488526.txt is 90.09830467144482 similar', 'doc 489064.txt is 100.0 similar', 'doc 485070.txt is 100.0 similar', 'doc 489270.txt is 100.0 similar', 'doc 489066.txt is 100.0 similar', 'doc 485715.txt is 100.0 similar', 'doc 485088.txt is 100.0 similar', 'doc 484369.txt is 90.09830467144482 similar', 'doc 484427.txt is 100.0 similar', 'doc 485102.txt is 100.0 similar', 'doc 489102.txt is 90.49339049553812 similar', 'doc 484424.txt is 90.09662287612012 similar', 'doc 489539.txt is 100.0 similar']"
